,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
755,Hyderabad to Nandyal,Deepna Travels,A/C Seater / Sleeper (2+1),21:50,04:00,06h 10m,INR 850,11 Seats available,4.2
756,Hyderabad to Nandyal,KNR TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:15,06h 45m,INR 600,11 Seats available,4.4
757,Hyderabad to Nandyal,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:15,03:30,05h 15m,INR 400,12 Seats available,4.0
758,Hyderabad to Nandyal,DK SAVARKAR TRAVELS,A/C Seater / Sleeper (2+1),21:10,04:00,06h 50m,INR 900,40 Seats available,4.3
759,Hyderabad to Nandyal,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,INR 700,1 Seat available,4.7
760,Hyderabad to Nandyal,Moksha Travels,A/C Sleeper (2+1),19:10,01:50,06h 40m,INR 1549,1 Seat available,4.4
761,Hyderabad to Nandyal,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),21:20,04:00,06h 40m,INR 400,8 Seats available,3.9
762,Hyderabad to Nandyal,Indu Travels,Non A/C Seater / Sleeper (2+1),21:30,04:20,06h 50m,INR 450,14 Seats available,3.4
763,Hyderabad to Nandyal,Vasavi travels,Non A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,INR 444,12 Seats available,3.7
764,Hyderabad to Nandyal,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,04:00,06h 00m,INR 450,20 Seats available,3.5
765,Hyderabad to Nandyal,Amala Travels,Non A/C Seater / Sleeper (2+1),21:40,03:59,06h 19m,INR 350,12 Seats available,3.0
766,Hyderabad to Nandyal,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:15,04:00,06h 45m,INR 500,8 Seats available,3.3
767,Hyderabad to Nandyal,Vasavi travels,A/C Sleeper (2+1),21:45,04:30,06h 45m,INR 700,11 Seats available,3.9
768,Hyderabad to Nandyal,AR & BCVR Travels,A/C Seater / Sleeper (2+1),21:20,03:30,06h 10m,INR 500,8 Seats available,3.7
769,Hyderabad to Nandyal,PRL BUS,NON A/C Sleeper (2+1),21:15,04:00,06h 45m,INR 750,13 Seats available,3.9
770,Hyderabad to Nandyal,HARITHA TRAVELS,NON A/C Sleeper (2+1),21:20,04:00,06h 40m,INR 600,12 Seats available,3.9
771,Hyderabad to Nandyal,AR & BCVR Travels,A/C Sleeper (2+1),22:15,04:00,05h 45m,INR 800,15 Seats available,3.7
772,Hyderabad to Nandyal,SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),22:15,03:45,05h 30m,INR 399,11 Seats available,3.6
773,Hyderabad to Nandyal,VRCR Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:55,04:45,07h 50m,1079,28 Seats available,3.5
774,Hyderabad to Nandyal,Matangi Travels,Non A/C Seater / Sleeper (2+1),21:20,04:25,07h 05m,380,14 Seats available,3.6
775,Hyderabad to Nandyal,Muneer Travels,Non A/C Seater / Sleeper (2+1),21:45,03:45,06h 00m,INR 800,26 Seats available,3.0
776,Hyderabad to Nandyal,AR & BCVR Travels,NON A/C Sleeper (2+1),21:15,03:30,06h 15m,INR 800,13 Seats available,3.8
777,Hyderabad to Nandyal,VEERA & SRI KALESWARI TRAVELS,NON A/C Sleeper (2+1),22:10,04:00,05h 50m,INR 1000,30 Seats available,3.8
778,Eluru to Hyderabad,APSRTC - 4802,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,04:50,08h 35m,INR 623,13 Seats available,3.8
779,Eluru to Hyderabad,APSRTC - 4800,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:30,09h 00m,INR 618,18 Seats available,3.3
780,Eluru to Hyderabad,APSRTC - 4792,INDRA(A.C. Seater),21:00,05:10,08h 10m,INR 698,18 Seats available,3.7
781,Eluru to Hyderabad,APSRTC - 4804,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,06:45,09h 45m,INR 623,14 Seats available,3.8
782,Eluru to Hyderabad,APSRTC - 4893,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,04:45,07h 30m,INR 569,10 Seats available,3.7
783,Eluru to Hyderabad,APSRTC - 4822,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,05:15,08h 00m,INR 569,9 Seats available,4.2
784,Eluru to Hyderabad,APSRTC - 23533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05:35,08h 15m,INR 569,7 Seats available,2.6
785,Eluru to Hyderabad,APSRTC - 4820,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04:30,06h 45m,INR 569,11 Seats available,4.6
786,Eluru to Hyderabad,APSRTC - 2552,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,04:40,06h 50m,INR 569,17 Seats available,3.2
787,Eluru to Hyderabad,APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,05:20,07h 20m,INR 874,14 Seats available,4.1
788,Eluru to Hyderabad,APSRTC - 4971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05:05,07h 05m,INR 569,8 Seats available,3.9
789,Eluru to Hyderabad,APSRTC - 4995,INDRA(A.C. Seater),22:15,05:05,06h 50m,INR 688,2 Seats available,3.6
790,Eluru to Hyderabad,APSRTC - 2558,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,05:10,06h 50m,INR 569,9 Seats available,2.9
791,Eluru to Hyderabad,APSRTC - 4788,STAR LINER(NON-AC SLEEPER 2+1),22:30,05:45,07h 15m,INR 738,1 Seat available,4.7
792,Eluru to Hyderabad,APSRTC - 4814,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:10,06h 40m,INR 569,4 Seats available,4.6
793,Eluru to Hyderabad,APSRTC - 37800,INDRA(A.C. Seater),22:32,04:50,06h 18m,INR 688,12 Seats available,3.7
794,Eluru to Hyderabad,APSRTC - 4899,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,06:00,07h 15m,INR 569,12 Seats available,4.5
795,Eluru to Hyderabad,APSRTC - 2562,INDRA(A.C. Seater),23:00,05:20,06h 20m,INR 649,20 Seats available,4.4
796,Eluru to Hyderabad,APSRTC - 2677,NIGHT RIDER (SEATER CUM SLEEPER),23:10,04:45,05h 35m,INR 776,9 Seats available,2.8
797,Eluru to Hyderabad,APSRTC - 2572,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:15,06:25,07h 10m,INR 874,14 Seats available,3.9
798,Eluru to Hyderabad,APSRTC - 2544,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,07:35,08h 15m,INR 569,11 Seats available,4.4
799,Eluru to Hyderabad,APSRTC - 91211,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,07:50,08h 00m,INR 569,12 Seats available,4.0
800,Eluru to Hyderabad,APSRTC - 2548,NIGHT RIDER (SEATER CUM SLEEPER),23:59,07:25,07h 26m,INR 659,17 Seats available,4.1
801,Eluru to Hyderabad,Sri Atluri Travels,A/C Seater / Sleeper (2+1),21:15,04:45,07h 30m,INR 610,6 Seats available,4.4
802,Eluru to Hyderabad,LVP Travels,A/C Seater / Sleeper (2+1),21:10,05:25,08h 15m,INR 699,7 Seats available,4.5
803,Eluru to Hyderabad,NueGo,Electric A/C Seater (2+2),21:50,06:27,08h 37m,600,3 Seats available,4.5
804,Eluru to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:10,05:45,08h 35m,INR 590,4 Seats available,4.2
805,Eluru to Hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,INR 800,3 Seats available,4.4
806,Eluru to Hyderabad,Srivastav Travels,A/C Sleeper (2+1),23:55,06:57,07h 02m,INR 1499,2 Seats available,4.5
807,Eluru to Hyderabad,Siri Tours and Travels,A/C Sleeper (2+1),22:00,05:40,07h 40m,INR 1290,5 Seats available,4.8
808,Eluru to Hyderabad,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),22:10,05:49,07h 39m,699,1 Seat available,4.6
809,Eluru to Hyderabad,BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:40,07:15,07h 35m,1180,1 Seat available,4.6
810,Eluru to Hyderabad,BSR Tours And Travels,A/C Sleeper (2+1),23:25,06:40,07h 15m,1180,1 Seat available,4.2
811,Eluru to Hyderabad,NueGo,Electric A/C Seater (2+2),22:35,07:12,08h 37m,445,5 Seats available,4.4
812,Eluru to Hyderabad,Komali Travels,Non A/C Seater / Sleeper (2+1),23:50,05:45,05h 55m,INR 780,4 Seats available,4.0
813,Eluru to Hyderabad,Siri Tours and Travels,A/C Seater / Sleeper (2+1),23:30,06:17,06h 47m,INR 780,1 Seat available,4.0
814,Eluru to Hyderabad,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),23:30,06:55,07h 25m,549,1 Seat available,4.3
815,Eluru to Hyderabad,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59,06:13,06h 14m,INR 670,1 Seat available,4.0
816,Eluru to Hyderabad,Srivastav Travels,Non A/C Seater / Sleeper (2+1),23:35,06:50,07h 15m,INR 299,2 Seats available,4.0
817,Eluru to Hyderabad,Zingbus Plus,A/C Sleeper (2+1),23:05,06:55,07h 50m,2358,3 Seats available,4.7
818,Eluru to Hyderabad,Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:50,06:44,06h 54m,INR 560,1 Seat available,4.0
819,Eluru to Hyderabad,LG BUS,Bharat Benz A/C Sleeper (2+1),22:30,06:03,07h 33m,INR 1180,4 Seats available,4.8
820,Eluru to Hyderabad,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),23:55,07:15,07h 20m,670,1 Seat available,4.3
821,Eluru to Hyderabad,Mozo travels,A/C Seater / Sleeper (2+1),00:30,06:30,06h 00m,INR 999,8 Seats available,4.6
822,Eluru to Hyderabad,Ramana Tours And Travels,NON AC Seater / Sleeper 2+1,23:20,07:17,07h 57m,669,1 Seat available,4.2
823,Eluru to Hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:15,05:40,08h 25m,INR 700,5 Seats available,3.9
824,Eluru to Hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),21:30,05:25,07h 55m,INR 600,11 Seats available,3.4
825,Eluru to Hyderabad,LVR Travels,Non A/C Seater / Sleeper (2+1),22:50,06:35,07h 45m,INR 720,4 Seats available,3.5
826,Eluru to Hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:40,06:20,08h 40m,INR 670,15 Seats available,3.7
827,Eluru to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:45,06:55,07h 10m,INR 1330,2 Seats available,3.7
828,Eluru to Hyderabad,FlixBus,VE A/C Sleeper (2+1),23:40,07:50,08h 10m,INR 909.82,4 Seats available,3.9
829,Eluru to Hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:15,05:50,08h 35m,INR 700,3 Seats available,3.9
830,Eluru to Hyderabad,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),23:40,05:40,06h 00m,INR 990,1 Seat available,3.2
831,Eluru to Hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),20:45,05:25,08h 40m,INR 600,1 Seat available,3.7
832,Eluru to Hyderabad,Ajay Bus,Non A/C Seater / Sleeper (2+1),22:45,05:30,06h 45m,INR 999,1 Seat available,3.9
833,Eluru to Hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),22:00,06:42,08h 42m,INR 900,1 Seat available,3.5
834,Eluru to Hyderabad,PRK Travels,Non A/C Seater / Sleeper (2+1),23:10,07:18,08h 08m,INR 890,11 Seats available,3.4
835,Eluru to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:55,06:55,07h 00m,INR 1159,4 Seats available,3.9
836,Eluru to Hyderabad,Mayuri Travels,Non A/C Seater / Sleeper (2+1),22:55,06:50,07h 55m,INR 1220,1 Seat available,3.6
837,Eluru to Hyderabad,SSV Travels,Non A/C Seater / Sleeper (2+1),23:00,07:01,08h 01m,2521,40 Seats available,No rating
838,Eluru to Hyderabad,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),22:15,06:20,08h 05m,INR 519,1 Seat available,3.9
839,Eluru to Hyderabad,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),23:05,06:10,07h 05m,670,1 Seat available,3.7
840,Eluru to Hyderabad,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),23:24,06:20,06h 56m,INR 720,3 Seats available,3.9
841,Eluru to Hyderabad,Vikram Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,INR 1599,3 Seats available,3.2
842,Eluru to Hyderabad,Sitara Travels,NON A/C Push Back (2+2),21:50,05:20,07h 30m,INR 610,7 Seats available,3.0
843,Eluru to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:45,06:50,07h 05m,INR 490,2 Seats available,3.9
844,Eluru to Hyderabad,Sri Karan Sai Tours and Travels,Non A/C Seater / Sleeper (2+1),23:30,06:45,07h 15m,INR 4000,46 Seats available,3.0
845,Eluru to Hyderabad,CVR Express,Non A/C Seater / Sleeper (2+1),23:30,05:35,06h 05m,INR 890,2 Seats available,3.3
846,Eluru to Hyderabad,Sai Godavari Travels,Non A/C Seater / Sleeper (2+1),23:30,05:30,06h 00m,INR 1049,2 Seats available,3.4
847,Eluru to Hyderabad,BSK Anjira Travels,NON A/C Sleeper (2+1),22:45,05:21,06h 36m,INR 5000,1 Seat available,No rating
848,Eluru to Hyderabad,Chandu Travels,A/C Seater / Sleeper (2+1),22:35,05:55,07h 20m,741,1 Seat available,2.8
849,Eluru to Hyderabad,KVR Tours and Travels,A/C Seater / Sleeper (2+1),23:59,06:30,06h 31m,INR 799,6 Seats available,2.9
850,Eluru to Hyderabad,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),22:50,06:20,07h 30m,INR 610,1 Seat available,1.9
851,Eluru to Hyderabad,KVR Tours and Travels,Non A/C Seater / Sleeper (2+1),22:50,05:00,06h 10m,INR 4000,37 Seats available,2.9
852,Eluru to Hyderabad,KVR Tours and Travels,Non A/C Seater / Sleeper (2+1),23:30,06:11,06h 41m,INR 699,21 Seats available,2.9
853,Eluru to Hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),23:00,06:09,07h 09m,INR 980,1 Seat available,2.2
854,Eluru to Hyderabad,Surya Dream Liner,NON A/C Sleeper (2+1),22:20,06:00,07h 40m,INR 3000,30 Seats available,1.4
855,Eluru to Hyderabad,Mayuri Travels,A/C Sleeper (2+1),23:25,06:50,07h 25m,INR 1220,2 Seats available,2.8
856,Tirupati to Bangalore,APSRTC - 5524,Express Non AC Seater 2+3,20:45,02:55,06h 10m,INR 296,36 Seats available,2.3
857,Tirupati to Bangalore,APSRTC - 9080,Express Non AC Seater 2+3,21:15,03:40,06h 25m,INR 333,43 Seats available,3.0
858,Tirupati to Bangalore,APSRTC - 5504,SAPTAGIRI EXPRESS,21:45,03:45,06h 00m,INR 312,29 Seats available,4.6
859,Tirupati to Bangalore,APSRTC - 5314,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:05,05h 35m,INR 426,21 Seats available,2.9
860,Tirupati to Bangalore,APSRTC - 5528,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:30,06h 00m,INR 456,22 Seats available,4.3
861,Tirupati to Bangalore,APSRTC - 4631,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,03:50,05h 00m,INR 426,33 Seats available,3.9
862,Tirupati to Bangalore,APSRTC - 47151,INDRA(A.C. Seater),23:00,04:15,05h 15m,INR 506,29 Seats available,3.9
863,Tirupati to Bangalore,APSRTC - 5087,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:45,04h 45m,INR 426,33 Seats available,2.6
864,Tirupati to Bangalore,APSRTC - 5450,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05:00,06h 00m,INR 426,30 Seats available,4.4
865,Tirupati to Bangalore,APSRTC - 5626,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:15,05:15,06h 00m,INR 362,34 Seats available,3.6
866,Tirupati to Bangalore,APSRTC - 5089,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04:15,04h 45m,INR 426,27 Seats available,2.7
867,Tirupati to Bangalore,APSRTC - 5454,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,05:30,06h 00m,INR 426,26 Seats available,4.6
868,Tirupati to Bangalore,APSRTC - 5620,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:50,05:50,06h 00m,INR 362,19 Seats available,4.3
869,Tirupati to Bangalore,APSRTC - 5118,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,04:20,04h 30m,INR 426,28 Seats available,3.9
870,Tirupati to Bangalore,APSRTC - 5532,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,05:55,06h 00m,INR 426,29 Seats available,4.3
871,Tirupati to Bangalore,NueGo,Electric A/C Seater (2+2),19:30,02:15,06h 45m,332,26 Seats available,4.3
872,Tirupati to Bangalore,GKT TRAVELS,A/C Seater/Sleeper (2+1),21:33,05:55,08h 22m,404,28 Seats available,3.3
873,Tirupati to Bangalore,NueGo,Electric A/C Seater (2+2),22:00,04:45,06h 45m,332,23 Seats available,4.3
874,Tirupati to Bangalore,AdFRESHBUS,Electric A/C Seater (2+2),23:50,06:15,06h 25m,524,19 Seats available,4.8
875,Tirupati to Bangalore,Sai Sindhu Travels,Non A/C Seater / Sleeper (2+1),22:00,04:15,06h 15m,INR 490,20 Seats available,3.6
876,Tirupati to Bangalore,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,03:58,05h 58m,INR 330,12 Seats available,4.3
877,Tirupati to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),22:25,05:10,06h 45m,INR 499,14 Seats available,3.3
878,Tirupati to Bangalore,BSRM Travels,Non A/C Seater / Sleeper (2+1),23:00,05:25,06h 25m,449,7 Seats available,4.5
879,Tirupati to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),22:26,04:20,05h 54m,INR 399,13 Seats available,3.1
880,Tirupati to Bangalore,RDS Travels,NON A/C Sleeper (2+1),22:30,04:15,05h 45m,INR 3999,36 Seats available,5.0
881,Tirupati to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),22:31,05:54,07h 23m,INR 499,11 Seats available,3.2
882,Tirupati to Bangalore,BSRM Travels,A/C Seater / Sleeper (2+1),23:15,05:40,06h 25m,674,2 Seats available,4.8
883,Tirupati to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),22:31,05:54,07h 23m,INR 399,15 Seats available,3.9
884,Tirupati to Bangalore,FRESHBUS,Electric A/C Seater (2+2),22:50,05:15,06h 25m,373,23 Seats available,4.7
885,Tirupati to Bangalore,NueGo,Electric A/C Seater (2+2),23:00,05:45,06h 45m,332,19 Seats available,4.3
886,Tirupati to Bangalore,CHOPPA TRAVELS,Non A/C Seater / Sleeper (2+1),23:10,05:15,06h 05m,INR 649,4 Seats available,3.9
887,Tirupati to Bangalore,CHOPPA TRAVELS,NON A/C Sleeper (2+1),23:15,05:00,05h 45m,INR 599,2 Seats available,4.3
888,Tirupati to Bangalore,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),23:21,05:19,05h 58m,INR 450,19 Seats available,4.0
889,Tirupati to Bangalore,RK Travels,A/C Seater / Sleeper (2+1),23:26,05:40,06h 14m,INR 499,13 Seats available,3.6
890,Tirupati to Bangalore,HYBUS,Bharat Benz A/C Sleeper (2+1),23:45,05:15,05h 30m,585,16 Seats available,4.6
891,Tirupati to Bangalore,NueGo,Electric A/C Seater (2+2),23:50,06:35,06h 45m,332,14 Seats available,4.1
892,Tirupati to Bangalore,Cherry tours&travels,Non A/C Seater / Sleeper (2+1),23:55,07:25,07h 30m,1519,17 Seats available,3.3
893,Tirupati to Bangalore,Vega Bus,A/C Seater / Sleeper (2+1),23:55,04:10,04h 15m,474,7 Seats available,3.7
894,Tirupati to Bangalore,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:59,05:00,05h 01m,INR 609,2 Seats available,4.8
895,Tirupati to Bangalore,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),23:59,05:30,05h 31m,INR 499,8 Seats available,3.2
896,Tirupati to Bangalore,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),23:59,06:20,06h 21m,INR 363,3 Seats available,4.3
897,Tirupati to Bangalore,LUCKY TRAVELS,NON A/C Sleeper (2+1),23:59,05:20,05h 21m,INR 599,6 Seats available,3.6
898,Tirupati to Bangalore,Sri Vinayaka Travels,A/C Seater / Sleeper (2+1),00:16,05:30,05h 14m,INR 450,2 Seats available,3.7
899,Tirupati to Bangalore,AGR Travels,A/C Sleeper (2+1),00:30,06:20,05h 50m,INR 649,7 Seats available,3.7
900,Tirupati to Bangalore,Rithikh Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:59,05:00,05h 01m,3999,36 Seats available,3.8
901,Tirupati to Bangalore,National travels,Bharat Benz A/C Sleeper (2+1),00:30,05:30,05h 00m,INR 600,8 Seats available,3.4
902,Tirupati to Bangalore,GreenLine Travels And Holidays,Non A/C Seater / Sleeper (2+1),00:30,06:30,06h 00m,INR 530,18 Seats available,3.8
903,Tirupati to Bangalore,Jabbar Travels,NON A/C Sleeper (2+1),00:30,05:30,05h 00m,INR 539,6 Seats available,3.8
904,Tirupati to Bangalore,Jabbar Travels,Bharat Benz A/C Sleeper (2+1),00:45,06:00,05h 15m,INR 662,7 Seats available,3.8
905,Tirupati to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),22:35,06:00,07h 25m,INR 499,18 Seats available,2.9
906,Tirupati to Bangalore,RCV Travels,A/C Seater / Sleeper (2+1),23:00,04:00,05h 00m,743,1 Seat available,4.7
907,Tirupati to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),22:56,05:30,06h 34m,INR 399,16 Seats available,2.8
908,Tirupati to Bangalore,Manis Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:30,05:00,05h 30m,INR 999,49 Seats available,2.2
909,Tirupati to Bangalore,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),23:40,05:15,05h 35m,INR 550,14 Seats available,2.9
910,Tirupati to Bangalore,Rajeswari Travels,A/C Sleeper (2+1),23:44,05:45,06h 01m,INR 650,10 Seats available,2.6
911,Tirupati to Bangalore,Rajeswari Travels,A/C Seater / Sleeper (2+1),23:55,05:30,05h 35m,INR 600,14 Seats available,2.5
912,Tirupati to Bangalore,JTS Tours and Travels,A/C Sleeper (2+1),23:59,05:00,05h 01m,INR 600,6 Seats available,2.3
913,Tirupati to Bangalore,Simhapuri Travels,NON A/C Sleeper (2+1),00:20,05:30,05h 10m,INR 449,2 Seats available,2.1
914,Tirupati to Bangalore,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),22:00,05:00,07h 00m,INR 2000,1 Seat available,3.0
915,Tirupati to Bangalore,CHOPPA TRAVELS,A/C Sleeper (2+1),23:15,05:30,06h 15m,INR 799,3 Seats available,4.3
916,Vinukonda to Hyderabad,APSRTC - 5984,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,02:45,05h 30m,INR 467,4 Seats available,4.0
917,Vinukonda to Hyderabad,APSRTC - 4590,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,02:45,05h 15m,INR 467,8 Seats available,3.4
918,Vinukonda to Hyderabad,APSRTC - 4578,INDRA(A.C. Seater),22:00,02:44,04h 44m,INR 565,8 Seats available,4.2
919,Vinukonda to Hyderabad,APSRTC - 48020,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:09,04h 54m,INR 467,10 Seats available,4.0
920,Vinukonda to Hyderabad,APSRTC - 5997,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:42,05h 27m,INR 467,13 Seats available,3.8
921,Vinukonda to Hyderabad,APSRTC - 4584,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:19,05h 04m,INR 467,7 Seats available,4.5
922,Vinukonda to Hyderabad,APSRTC - 4588,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:49,05h 04m,INR 467,8 Seats available,3.9
923,Vinukonda to Hyderabad,APSRTC - 5969,INDRA(A.C. Seater),22:50,02:44,03h 54m,INR 565,24 Seats available,3.5
924,Vinukonda to Hyderabad,APSRTC - 5938,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:05,04:42,05h 37m,INR 467,9 Seats available,4.4
925,Vinukonda to Hyderabad,APSRTC - 5987,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,05:00,05h 30m,INR 467,10 Seats available,4.2
926,Vinukonda to Hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:45,05:30,06h 45m,INR 660,1 Seat available,4.1
927,Vinukonda to Hyderabad,Sri Krishna Travels,A/C Seater / Sleeper (2+1),23:05,05:30,06h 25m,INR 600,1 Seat available,3.7
928,Vinukonda to Hyderabad,Anish Travels,NON A/C Sleeper (2+1),21:00,03:35,06h 35m,INR 1300,1 Seat available,3.5
929,Vinukonda to Hyderabad,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),22:25,06:20,07h 55m,1800,35 Seats available,4.1
930,Vinukonda to Hyderabad,MVN Tours and Travels,Non A/C Seater / Sleeper (2+1),21:15,02:30,05h 15m,INR 3000,35 Seats available,3.2
931,Vinukonda to Hyderabad,Lakshmi Travels,Non A/C Seater / Sleeper (2+1),22:30,06:30,08h 00m,INR 3000,38 Seats available,3.5
932,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 1082,LAHARI A/C SLEEPER CUM SEATER,19:10,03:15,08h 05m,INR 505,9 Seats available,3.8
933,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 1294,Lahari A/C sleeper,19:10,01:30,06h 20m,INR 1099,4 Seats available,4.7
934,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 1956,Super Luxury (Non AC Seater 2+2 Push Back),19:15,03:15,08h 00m,INR 471,8 Seats available,3.8
935,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 8209,LAHARI A/C SLEEPER CUM SEATER,19:25,03:00,07h 35m,INR 505,25 Seats available,3.8
936,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 1013,LAHARI A/C SLEEPER CUM SEATER,19:30,03:15,07h 45m,INR 843,10 Seats available,3.5
937,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 9571,Lahari A/C sleeper,19:55,04:25,08h 30m,INR 1237,7 Seats available,4.5
938,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 8665,LAHARI A/C SLEEPER CUM SEATER,20:00,02:30,06h 30m,INR 505,17 Seats available,3.7
939,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 7808,LAHARI A/C SLEEPER CUM SEATER,20:25,03:45,07h 20m,INR 843,10 Seats available,3.3
940,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 1619,Lahari Non A/C Sleeper Cum Seater,20:30,05:15,08h 45m,INR 473,12 Seats available,3.6
