,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
181,Ongole to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:25,06:05,06h 40m,INR 990,1 Seat available,3.1
182,Ongole to Hyderabad,Vihari Travels,NON AC Seater / Sleeper 2+1,21:50,05:50,08h 00m,474,5 Seats available,3.5
183,Ongole to Hyderabad,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),22:00,05:45,07h 45m,INR 560,10 Seats available,3.6
184,Ongole to Hyderabad,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:22,05:55,06h 33m,INR 899,3 Seats available,3.8
185,Ongole to Hyderabad,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:45,06:55,07h 10m,INR 1200,2 Seats available,3.8
186,Ongole to Hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,06:25,07h 25m,INR 700,1 Seat available,3.9
187,Ongole to Hyderabad,Vihari Travels,NON A/C Sleeper (2+1),22:15,06:35,08h 20m,570,1 Seat available,3.5
188,Ongole to Hyderabad,Kaveri Travels,A/C Sleeper (2+1),01:00,07:30,06h 30m,INR 809,2 Seats available,3.4
189,Ongole to Hyderabad,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),22:15,05:30,07h 15m,INR 500,8 Seats available,3.4
190,Ongole to Hyderabad,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:45,06:28,08h 43m,INR 550,2 Seats available,3.5
191,Ongole to Hyderabad,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:30,06:12,07h 42m,INR 1200,1 Seat available,3.7
192,Ongole to Hyderabad,SAI PRASANNA TRAVELS,Non A/C Seater / Sleeper (2+1),21:45,06:06,08h 21m,INR 499,2 Seats available,3.0
193,Ongole to Hyderabad,Cherry tours&travels,Non AC Seater (2+2),22:00,05:25,07h 25m,428,11 Seats available,2.7
194,Ongole to Hyderabad,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),22:00,05:59,07h 59m,INR 599,7 Seats available,2.9
195,Ongole to Hyderabad,Sri Sivanjali Bus,Non A/C Seater / Sleeper (2+1),22:15,05:50,07h 35m,INR 3000,40 Seats available,2.7
196,Ongole to Hyderabad,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),22:45,05:48,07h 03m,INR 799,12 Seats available,2.2
197,Ongole to Hyderabad,Sri Krishna Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:59,08:20,08h 21m,INR 1000,2 Seats available,2.7
198,Ongole to Hyderabad,Vijetha Bus,NON A/C Seater/ Sleeper (2+1),22:30,05:30,07h 00m,INR 3000,52 Seats available,No rating
199,Ongole to Hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:45,06:50,07h 05m,INR 600,15 Seats available,3.9
200,Ongole to Hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,05:00,06h 00m,INR 600,2 Seats available,3.3
201,Ongole to Hyderabad,SLNS Travels,A/C Sleeper (2+1),23:15,05:25,06h 10m,INR 1399,3 Seats available,4.6
202,Ongole to Hyderabad,Cherry tours&travels,Non A/C Seater / Sleeper (2+1),22:15,05:05,06h 50m,494,1 Seat available,2.4
203,Ongole to Hyderabad,Lakshmi Travels,Non A/C Seater / Sleeper (2+1),22:25,05:25,07h 00m,INR 475,4 Seats available,3.3
204,Bangalore to Anantapur (andhra pradesh),APSRTC - 6586,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:35,04h 35m,INR 365,14 Seats available,3.0
205,Bangalore to Anantapur (andhra pradesh),APSRTC - 6319,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,01:45,04h 45m,INR 365,22 Seats available,4.7
206,Bangalore to Anantapur (andhra pradesh),APSRTC - 6542,STAR LINER(NON-AC SLEEPER 2+1),21:00,01:30,04h 30m,INR 434,27 Seats available,2.9
207,Bangalore to Anantapur (andhra pradesh),APSRTC - 6345,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,02:00,04h 45m,INR 365,14 Seats available,5.0
208,Bangalore to Anantapur (andhra pradesh),APSRTC - 51501,INDRA(A.C. Seater),21:15,02:00,04h 45m,INR 433,27 Seats available,2.3
209,Bangalore to Anantapur (andhra pradesh),APSRTC - 6333,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,02:15,04h 45m,INR 365,33 Seats available,4.0
210,Bangalore to Anantapur (andhra pradesh),APSRTC - 52266,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:30,02:40,05h 10m,INR 307,16 Seats available,2.6
211,Bangalore to Anantapur (andhra pradesh),APSRTC - 6533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,02:45,05h 15m,INR 365,35 Seats available,3.8
212,Bangalore to Anantapur (andhra pradesh),APSRTC - 6341,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,02:30,04h 45m,INR 365,31 Seats available,5.0
213,Bangalore to Anantapur (andhra pradesh),APSRTC - 6458,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,02:30,04h 45m,INR 365,13 Seats available,4.0
214,Bangalore to Anantapur (andhra pradesh),APSRTC - 6275,STAR LINER(NON-AC SLEEPER 2+1),22:00,02:30,04h 30m,INR 464,5 Seats available,4.9
215,Bangalore to Anantapur (andhra pradesh),APSRTC - 52848,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,03:00,05h 00m,INR 365,4 Seats available,2.8
216,Bangalore to Anantapur (andhra pradesh),APSRTC - 6626,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,02:40,04h 25m,INR 365,33 Seats available,3.9
217,Bangalore to Anantapur (andhra pradesh),APSRTC - 6355,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,03:15,04h 45m,INR 365,31 Seats available,3.7
218,Bangalore to Anantapur (andhra pradesh),APSRTC - 52850,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,03:30,05h 00m,INR 365,28 Seats available,4.1
219,Bangalore to Anantapur (andhra pradesh),APSRTC - 6313,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:45,05h 00m,INR 365,32 Seats available,4.7
220,Bangalore to Anantapur (andhra pradesh),APSRTC - 52968,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:45,04:00,05h 15m,INR 307,29 Seats available,3.8
221,Bangalore to Anantapur (andhra pradesh),APSRTC - 6343,INDRA(A.C. Seater),23:00,03:15,04h 15m,INR 433,21 Seats available,4.5
222,Bangalore to Anantapur (andhra pradesh),APSRTC - 6746,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,04:15,05h 00m,INR 365,23 Seats available,4.0
223,Bangalore to Anantapur (andhra pradesh),APSRTC - 6970,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04:30,05h 00m,INR 365,9 Seats available,3.6
224,Bangalore to Anantapur (andhra pradesh),APSRTC - 52268,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:45,05:00,05h 15m,INR 307,7 Seats available,3.7
225,Bangalore to Anantapur (andhra pradesh),APSRTC - 52976,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:59,05:00,05h 01m,INR 365,21 Seats available,4.3
226,Bangalore to Anantapur (andhra pradesh),Royal Rich India,Bharat Benz A/C Sleeper (2+1),23:35,03:10,03h 35m,850,2 Seats available,4.9
227,Bangalore to Anantapur (andhra pradesh),Zingbus Plus,Scania AC Multi Axle Sleeper (2+1),20:50,01:15,04h 25m,971,1 Seat available,5.0
228,Bangalore to Anantapur (andhra pradesh),Zingbus Plus,A/C Sleeper (2+1),20:05,23:35,03h 30m,1960,9 Seats available,4.7
229,Bangalore to Anantapur (andhra pradesh),IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:50,00:30,03h 40m,INR 1089,1 Seat available,4.6
230,Bangalore to Anantapur (andhra pradesh),Go Tour Travels and Holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:20,01:45,06h 25m,1139,4 Seats available,4.5
231,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5515,Express Non AC Seater 2+3,20:30,02:00,05h 30m,INR 239,43 Seats available,2.9
232,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 47216,Express Non AC Seater 2+3,21:00,02:25,05h 25m,INR 239,19 Seats available,3.7
233,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 47006,Express Non AC Seater 2+3,21:30,02:30,05h 00m,INR 233,24 Seats available,4.7
234,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5457,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,02:00,04h 30m,INR 304,23 Seats available,4.6
235,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5449,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:15,05h 45m,INR 304,23 Seats available,4.6
236,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5672,Express Non AC Seater 2+3,21:30,02:10,04h 40m,INR 202,22 Seats available,4.1
237,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5394,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:00,02:30,04h 30m,INR 229,3 Seats available,3.4
238,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 9887,Express Non AC Seater 2+3,22:00,02:30,04h 30m,INR 202,41 Seats available,4.1
239,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5447,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,02:40,04h 30m,INR 304,30 Seats available,2.7
240,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 9008,Express Non AC Seater 2+3,22:10,03:00,04h 50m,INR 239,25 Seats available,3.6
241,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 47007,Express Non AC Seater 2+3,22:15,03:15,05h 00m,INR 239,6 Seats available,4.6
242,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 47239,Express Non AC Seater 2+3,22:30,04:00,05h 30m,INR 202,18 Seats available,3.9
243,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 4566,Express Non AC Seater 2+3,22:45,03:25,04h 40m,INR 202,11 Seats available,2.4
244,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 47025,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:00,03:25,04h 25m,INR 229,8 Seats available,4.5
245,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5445,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:15,04h 00m,INR 304,31 Seats available,3.9
246,Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5453,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04:00,04h 30m,INR 304,19 Seats available,4.2
247,Bangalore to Chittoor (Andhra Pradesh),NueGo,Electric A/C Seater (2+2),18:50,23:00,04h 10m,361,1 Seat available,3.9
248,Bangalore to Chittoor (Andhra Pradesh),FlixBus,A/C Sleeper (2+1),19:00,01:25,06h 25m,INR 454.46,8 Seats available,4.4
249,Bangalore to Chittoor (Andhra Pradesh),Kaveri Travels,A/C Seater / Sleeper (2+1),19:00,22:30,03h 30m,INR 359,12 Seats available,3.9
250,Bangalore to Chittoor (Andhra Pradesh),IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:45,23:15,03h 30m,INR 635,7 Seats available,4.1
251,Bangalore to Chittoor (Andhra Pradesh),IRA Travels,A/C Sleeper (2+1),19:45,23:10,03h 25m,INR 500,7 Seats available,4.0
252,Bangalore to Chittoor (Andhra Pradesh),NueGo,Electric A/C Seater (2+2),20:00,23:50,27h 50m,460,5 Seats available,3.9
253,Bangalore to Chittoor (Andhra Pradesh),RK Travels,Non A/C Seater / Sleeper (2+1),20:20,01:50,05h 30m,INR 399,17 Seats available,3.3
254,Bangalore to Chittoor (Andhra Pradesh),IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:25,23:40,03h 15m,INR 569,1 Seat available,4.1
255,Bangalore to Chittoor (Andhra Pradesh),IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:25,23:50,03h 25m,INR 599,13 Seats available,4.1
256,Bangalore to Chittoor (Andhra Pradesh),RK Travels,Non A/C Seater / Sleeper (2+1),20:30,02:00,05h 30m,INR 350,33 Seats available,3.4
257,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9061,Express Non AC Seater 2+3,21:45,02:10,04h 25m,INR 239,41 Seats available,3.9
258,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 5524,Express Non AC Seater 2+3,22:45,02:55,04h 10m,INR 202,40 Seats available,4.0
259,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9080,Express Non AC Seater 2+3,23:15,03:40,04h 25m,INR 239,38 Seats available,4.2
260,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 5528,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:59,04:30,04h 31m,INR 304,24 Seats available,4.5
261,Chittoor (Andhra Pradesh) to Bangalore,NueGo,Electric A/C Seater (2+2),19:20,23:45,28h 25m,332,6 Seats available,4.2
262,Chittoor (Andhra Pradesh) to Bangalore,FRESHBUS,Electric A/C Seater (2+2),19:45,01:10,05h 25m,378,6 Seats available,4.8
263,Chittoor (Andhra Pradesh) to Bangalore,NueGo,Electric A/C Seater (2+2),20:50,02:15,05h 25m,332,26 Seats available,4.1
264,Chittoor (Andhra Pradesh) to Bangalore,NueGo,Electric A/C Seater (2+2),23:20,04:45,05h 25m,332,31 Seats available,4.2
265,Chittoor (Andhra Pradesh) to Bangalore,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),23:21,03:58,04h 37m,INR 300,17 Seats available,4.4
266,Chittoor (Andhra Pradesh) to Bangalore,Sai Sindhu Travels,Non A/C Seater / Sleeper (2+1),00:14,04:15,04h 01m,INR 490,20 Seats available,3.6
267,Chittoor (Andhra Pradesh) to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),00:20,04:20,04h 00m,INR 399,14 Seats available,3.1
268,Chittoor (Andhra Pradesh) to Bangalore,FRESHBUS,Electric A/C Seater (2+2),00:25,05:15,04h 50m,398,23 Seats available,4.8
269,Chittoor (Andhra Pradesh) to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),00:40,05:54,05h 14m,INR 499,30 Seats available,3.1
270,Chittoor (Andhra Pradesh) to Bangalore,FRESHBUS,Electric A/C Seater (2+2),01:15,06:15,05h 00m,524,19 Seats available,4.8
271,Hyderabad to Guntur (Andhra Pradesh),APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:30,04:29,07h 59m,INR 767,29 Seats available,4.5
272,Hyderabad to Guntur (Andhra Pradesh),APSRTC - 4189,INDRA(A.C. Seater),20:40,04:45,08h 05m,INR 545,27 Seats available,3.9
273,Hyderabad to Guntur (Andhra Pradesh),APSRTC - 4629,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05:00,08h 00m,INR 483,7 Seats available,4.3
274,Hyderabad to Guntur (Andhra Pradesh),APSRTC - 42443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05:45,08h 45m,INR 451,10 Seats available,3.0
275,Hyderabad to Guntur (Andhra Pradesh),APSRTC - 4155,INDRA(A.C. Seater),21:10,04:24,07h 14m,INR 545,24 Seats available,4.6
276,Hyderabad to Guntur (Andhra Pradesh),APSRTC - 4199,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,06:05,08h 25m,INR 483,17 Seats available,3.9
277,Hyderabad to Guntur (Andhra Pradesh),APSRTC - 4223,INDRA(A.C. Seater),21:45,04:55,07h 10m,INR 545,15 Seats available,3.9
278,Hyderabad to Guntur (Andhra Pradesh),APSRTC - 4621,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,06:00,08h 10m,INR 483,14 Seats available,4.0
279,Hyderabad to Guntur (Andhra Pradesh),APSRTC - 4181,STAR LINER(NON-AC SLEEPER 2+1),22:15,05:40,07h 25m,INR 584,2 Seats available,4.2
280,Hyderabad to Guntur (Andhra Pradesh),APSRTC - 4267,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:30,06h 15m,INR 451,19 Seats available,3.6
281,Hyderabad to Guntur (Andhra Pradesh),APSRTC - 4219,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,05:05,06h 50m,INR 693,26 Seats available,4.8
282,Hyderabad to Guntur (Andhra Pradesh),IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:25,06:45,08h 20m,INR 529,9 Seats available,4.6
283,Hyderabad to Guntur (Andhra Pradesh),IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:00,07:20,08h 20m,INR 849,11 Seats available,4.5
284,Hyderabad to Guntur (Andhra Pradesh),Sri KVR Travels,A/C Sleeper (2+1),21:40,05:59,08h 19m,INR 789,8 Seats available,4.6
285,Hyderabad to Guntur (Andhra Pradesh),IntrCity SmartBus,AC Sleeper (2+1),22:40,07:35,08h 55m,INR 759,8 Seats available,4.6
286,Hyderabad to Guntur (Andhra Pradesh),IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),22:10,06:55,08h 45m,INR 729,10 Seats available,4.5
287,Hyderabad to Guntur (Andhra Pradesh),IntrCity SmartBus,AC Sleeper (2+1),21:45,06:40,08h 55m,INR 669,8 Seats available,4.4
288,Hyderabad to Guntur (Andhra Pradesh),KARTHIKEYA TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),21:45,05:15,07h 30m,INR 500,12 Seats available,4.5
289,Hyderabad to Guntur (Andhra Pradesh),Yolo Bus,A/C Seater / Sleeper (2+1),22:15,06:10,07h 55m,INR 610,6 Seats available,4.2
290,Hyderabad to Guntur (Andhra Pradesh),Zingbus Plus,A/C Seater / Sleeper (2+1),22:50,06:50,08h 00m,592,21 Seats available,4.1
291,Hyderabad to Guntur (Andhra Pradesh),Teja Tours and Travels,A/C Seater/Sleeper (2+1),20:50,05:15,08h 25m,INR 480,6 Seats available,4.3
292,Hyderabad to Guntur (Andhra Pradesh),NueGo,Electric A/C Seater (2+2),23:25,07:50,08h 25m,376,12 Seats available,4.1
293,Hyderabad to Guntur (Andhra Pradesh),IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:40,07:05,08h 25m,INR 599,10 Seats available,4.8
294,Hyderabad to Guntur (Andhra Pradesh),V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 450,10 Seats available,4.1
295,Hyderabad to Guntur (Andhra Pradesh),Prasanna Travels,A/C Seater / Sleeper (2+1),22:45,06:15,07h 30m,INR 650,33 Seats available,4.0
296,Hyderabad to Guntur (Andhra Pradesh),Zingbus Plus,A/C Seater / Sleeper (2+1),22:15,06:15,08h 00m,566,5 Seats available,4.5
297,Hyderabad to Guntur (Andhra Pradesh),NueGo,Electric A/C Seater (2+2),22:10,06:35,08h 25m,519,5 Seats available,4.3
298,Hyderabad to Guntur (Andhra Pradesh),Svkdt travels,A/C Sleeper (2+1),22:20,06:55,08h 35m,INR 889,1 Seat available,4.1
299,Hyderabad to Guntur (Andhra Pradesh),Yolo Bus,A/C Sleeper (2+1),22:31,06:50,08h 19m,INR 700,5 Seats available,4.3
300,Hyderabad to Guntur (Andhra Pradesh),V Kaveri Travels,A/C Seater / Sleeper (2+1),21:40,05:15,07h 35m,INR 950,7 Seats available,3.9
301,Hyderabad to Guntur (Andhra Pradesh),Tirumala Xpress,A/C Sleeper (2+1),21:35,06:30,08h 55m,890,16 Seats available,3.7
302,Hyderabad to Guntur (Andhra Pradesh),KKaveri Travels,Non A/C Seater / Sleeper (2+1),20:45,05:00,08h 15m,INR 500,8 Seats available,3.8
303,Hyderabad to Guntur (Andhra Pradesh),Sri Krishna Travels,A/C Sleeper (2+1),21:00,05:30,08h 30m,INR 800,7 Seats available,3.3
304,Hyderabad to Guntur (Andhra Pradesh),V Kaveri Travels,A/C Sleeper (2+1),21:30,06:00,08h 30m,INR 750,11 Seats available,3.9
305,Hyderabad to Guntur (Andhra Pradesh),Prasanna Travels,A/C Seater / Sleeper (2+1),23:10,07:10,08h 00m,INR 650,34 Seats available,3.0
306,Hyderabad to Guntur (Andhra Pradesh),Orange Tours and Travels,A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,INR 500,13 Seats available,3.1
307,Hyderabad to Guntur (Andhra Pradesh),Sri Tulasi Tours and Travels,A/C Sleeper (2+1),19:00,02:00,07h 00m,INR 3299,7 Seats available,3.5
308,Hyderabad to Guntur (Andhra Pradesh),Sudha Sri Tours and Travels,A/C Sleeper (2+1),22:10,04:40,06h 30m,INR 2500,30 Seats available,3.1
309,Hyderabad to Guntur (Andhra Pradesh),SAI SIMHAPURI TRAVELS,A/C Sleeper (2+1),23:00,06:15,07h 15m,INR 2000,30 Seats available,3.7
310,Hyderabad to Guntur (Andhra Pradesh),Svkdt travels,A/C Sleeper (2+1),22:20,06:30,08h 10m,INR 589,5 Seats available,3.9
311,Hyderabad to Guntur (Andhra Pradesh),Morning Star Travels,A/C Sleeper (2+1),22:15,05:30,07h 15m,INR 690,6 Seats available,2.9
312,Hyderabad to Guntur (Andhra Pradesh),Prasanna Travels,A/C Seater / Sleeper (2+1),23:05,06:30,07h 25m,INR 650,36 Seats available,2.3
313,Hyderabad to Guntur (Andhra Pradesh),Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),22:50,06:10,07h 20m,INR 2100,40 Seats available,1.8
314,Hyderabad to Guntur (Andhra Pradesh),Prasanna Travels,A/C Seater / Sleeper (2+1),23:10,07:10,08h 00m,INR 650,32 Seats available,2.0
315,Hyderabad to Guntur (Andhra Pradesh),Orange Tours and Travels,Bharat Benz A/C Sleeper (2+1),22:00,06:00,08h 00m,INR 600,6 Seats available,2.6
316,Hyderabad to Guntur (Andhra Pradesh),SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:45,05:45,08h 00m,INR 449,13 Seats available,2.7
317,Hyderabad to Guntur (Andhra Pradesh),Morning Star Travels,A/C Sleeper (2+1),21:25,05:40,08h 15m,INR 590,1 Seat available,2.8
318,Hyderabad to Guntur (Andhra Pradesh),SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:40,05:00,07h 20m,INR 449,5 Seats available,2.5
319,Hyderabad to Guntur (Andhra Pradesh),Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),21:30,05:45,08h 15m,INR 590,4 Seats available,2.4
320,Hyderabad to Guntur (Andhra Pradesh),SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:45,06:00,08h 15m,INR 499,5 Seats available,2.7
321,Vijayawada to Visakhapatnam,APSRTC - 3017,INDRA(A.C. Seater),20:00,03:45,07h 45m,INR 732,35 Seats available,4.3
322,Vijayawada to Visakhapatnam,APSRTC - 3181,INDRA(A.C. Seater),20:20,03:20,07h 00m,INR 732,26 Seats available,4.0
323,Vijayawada to Visakhapatnam,APSRTC - 3091,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:00,08h 30m,INR 574,25 Seats available,4.6
324,Vijayawada to Visakhapatnam,APSRTC - 3772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:31,05:06,08h 35m,INR 605,15 Seats available,4.0
325,Vijayawada to Visakhapatnam,APSRTC - 3840,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,05:30,08h 20m,INR 605,22 Seats available,3.6
326,Vijayawada to Visakhapatnam,APSRTC - 3139,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05:00,07h 40m,INR 574,22 Seats available,4.5
327,Vijayawada to Visakhapatnam,APSRTC - 4280,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,04:40,07h 10m,INR 574,34 Seats available,3.4
328,Vijayawada to Visakhapatnam,APSRTC - 4595,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,05:35,07h 55m,INR 605,21 Seats available,4.0
329,Vijayawada to Visakhapatnam,APSRTC - 4625,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,05:55,08h 10m,INR 574,29 Seats available,4.0
330,Vijayawada to Visakhapatnam,APSRTC - 4058,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,05:55,08h 05m,INR 605,33 Seats available,3.5
331,Vijayawada to Visakhapatnam,APSRTC - 95497,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,05:10,07h 10m,INR 929,25 Seats available,4.0
332,Vijayawada to Visakhapatnam,APSRTC - 3257,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:00,05:25,07h 25m,INR 579,29 Seats available,4.2
333,Vijayawada to Visakhapatnam,APSRTC - 9200,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,06:00,08h 00m,INR 605,21 Seats available,4.3
334,Vijayawada to Visakhapatnam,APSRTC - 9330,STAR LINER(NON-AC SLEEPER 2+1),22:15,05:25,07h 10m,INR 784,3 Seats available,4.1
335,Vijayawada to Visakhapatnam,APSRTC - 3455,INDRA(A.C. Seater),22:30,05:50,07h 20m,INR 732,26 Seats available,2.9
336,Vijayawada to Visakhapatnam,APSRTC - 3488,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:55,07h 25m,INR 605,23 Seats available,4.3
337,Vijayawada to Visakhapatnam,APSRTC - 4274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,06:00,07h 20m,INR 574,30 Seats available,4.6
338,Vijayawada to Visakhapatnam,APSRTC - 5047,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,07:00,08h 15m,INR 605,33 Seats available,4.0
339,Vijayawada to Visakhapatnam,APSRTC - 9458,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,07:00,08h 00m,INR 605,33 Seats available,3.4
340,Vijayawada to Visakhapatnam,APSRTC - 4757,VENNELA (A.C. SLEEPER),23:00,05:25,06h 25m,INR 1082,9 Seats available,4.3
341,Vijayawada to Visakhapatnam,APSRTC - 5208,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,07:00,08h 00m,INR 605,33 Seats available,3.8
342,Vijayawada to Visakhapatnam,APSRTC - 3494,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,07:10,07h 55m,INR 605,24 Seats available,4.0
343,Vijayawada to Visakhapatnam,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,07:10,07h 25m,INR 719,7 Seats available,4.5
344,Vijayawada to Visakhapatnam,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:05,06:00,07h 55m,INR 550,23 Seats available,4.0
345,Vijayawada to Visakhapatnam,Sri KVR Travels,A/C Seater / Sleeper (2+1),21:15,05:45,08h 30m,INR 619,28 Seats available,4.2
346,Vijayawada to Visakhapatnam,SRKT Travels,A/C Seater / Sleeper (2+1),23:00,06:30,07h 30m,INR 550,12 Seats available,4.2
